sequence1,sequence2,max_length,is_duplicate
-1 3 2 2 3 2 2 4 2 3 4 2 0 0 0 0 1 1 1 1 1 -1 0 0 4 1 3 1 0 0 3 1 3 0 1 1 4 4 2 2 1 0 0 0 4 1 1 1 1 0 1 3 3 ,-1 -1 -1 -1 -1 -1 -1 -1 0 3 2 2 2 2 2 2 2 3 3 3 2 4 0 ,53,0
-1 2 3 2 2 4 4 4 2 3 3 0 1 1 1 1 -1 -1 3 1 1 1 1 1 3 3 2 1 3 1 1 3 0 0 1 4 4 2 1 3 0 1 1 3 1 1 1 ,-1 -1 -1 -1 -1 -1 2 2 2 3 2 4 4 1 0 2 ,47,0
-1 -1 2 3 2 2 4 4 4 2 4 4 2 3 3 3 3 4 4 2 0 0 0 1 4 4 -1 -1 -1 0 0 0 1 4 3 3 3 3 2 2 2 1 0 0 0 0 1 0 0 1 1 4 4 2 1 3 0 1 1 2 3 1 4 0 1 3 3 ,-1 -1 0 0 2 2 2 2 3 3 3 3 3 2 4 1 1 0 0 0 ,67,0
-1 -1 3 2 2 3 4 4 4 2 4 4 3 3 3 3 4 4 0 3 1 1 1 1 1 -1 -1 -1 0 0 1 1 1 1 3 2 4 0 0 3 3 3 1 1 0 0 1 2 3 3 1 0 3 3 ,-1 -1 -1 -1 -1 0 2 2 2 2 3 3 2 2 4 4 0 0 ,54,0
3 3 3 4 2 2 4 4 4 4 2 3 3 3 3 3 4 4 2 0 0 1 1 4 -1 -1 -1 -1 -1 0 0 0 1 1 1 1 1 2 1 1 0 0 0 0 1 1 0 0 1 1 4 2 2 4 0 1 1 1 4 1 1 3 3 ,-1 -1 -1 3 2 2 2 2 4 4 4 0 0 ,63,0
-1 -1 3 2 3 4 4 2 3 3 2 2 0 1 1 4 -1 -1 -1 0 0 4 4 1 3 2 2 2 1 1 0 0 0 4 3 0 0 2 1 1 0 0 0 1 1 3 1 0 0 1 3 3 ,-1 -1 -1 -1 -1 -1 -1 -1 3 2 2 2 2 2 3 3 4 1 0 2 2 ,52,0
-1 -1 3 3 3 3 2 4 4 4 2 2 3 3 4 4 3 3 1 1 1 -1 -1 -1 -1 -1 0 3 1 1 1 3 2 1 0 0 0 1 0 0 0 0 1 4 4 1 0 0 1 1 3 3 1 1 0 1 3 ,-1 -1 -1 3 2 2 2 2 2 2 3 3 3 2 4 4 1 0 2 2 ,57,0
-1 3 3 2 4 4 4 2 2 4 4 4 4 2 2 3 3 3 3 4 2 0 0 1 1 -1 0 1 1 1 1 1 3 3 2 2 4 0 0 0 1 3 0 1 4 4 2 0 0 0 1 1 3 4 1 3 3 ,-1 -1 -1 -1 -1 0 0 3 2 2 2 2 2 2 3 2 2 1 1 0 0 0 ,57,0
-1 -1 3 2 4 2 3 4 4 4 2 0 0 4 1 -1 -1 -1 1 1 4 3 3 3 4 0 1 0 0 0 0 1 2 1 1 3 4 1 1 1 3 1 3 3 ,-1 -1 -1 -1 -1 -1 -1 -1 0 0 2 3 2 4 0 3 2 ,44,0
2 2 2 4 4 2 2 4 2 3 3 4 4 4 4 2 0 0 3 1 1 1 1 4 -1 -1 0 0 3 1 1 1 3 3 2 2 3 0 0 0 0 0 1 1 2 1 3 0 4 2 1 1 1 0 3 3 3 ,-1 -1 -1 -1 -1 -1 -1 0 3 3 2 2 2 2 2 3 3 3 3 2 4 0 0 0 2 ,57,0
-1 2 4 4 4 3 3 4 4 3 4 4 -1 -1 -1 0 0 1 4 1 0 3 1 0 0 0 1 1 4 0 1 4 0 ,-1 -1 -1 -1 -1 -1 -1 3 3 2 2 2 2 2 3 3 3 3 2 4 4 4 0 0 0 2 2 ,33,0
3 2 2 2 4 2 2 4 4 4 2 2 3 3 3 3 4 4 0 0 1 4 4 -1 -1 -1 0 0 1 4 1 3 3 2 2 2 1 1 0 0 0 1 1 0 1 4 0 3 1 2 2 3 3 1 1 0 1 ,-1 -1 -1 0 2 2 2 2 3 3 3 3 2 2 4 4 4 0 0 0 0 2 ,57,0
-1 4 2 2 4 4 2 2 3 3 4 2 0 0 0 1 4 1 -1 -1 3 0 4 1 1 4 3 3 0 4 0 0 0 0 0 1 2 2 4 0 0 1 4 2 2 4 0 0 1 3 3 ,-1 -1 -1 -1 -1 -1 -1 0 3 3 2 2 2 2 2 3 1 3 2 ,51,0
-1 3 2 2 4 4 2 3 4 4 2 0 0 0 1 1 1 -1 0 0 1 1 1 3 4 0 0 3 3 1 4 4 3 0 0 1 1 2 3 3 4 1 1 0 4 3 ,-1 -1 -1 -1 3 2 2 2 2 2 2 3 2 2 4 4 0 0 2 ,46,0
3 4 4 4 2 2 4 3 3 3 2 2 3 1 1 1 1 -1 -1 0 0 0 1 4 3 3 2 0 0 0 1 1 0 3 0 4 4 4 1 1 3 0 1 1 2 1 1 1 0 0 1 1 ,-1 -1 -1 -1 -1 -1 0 2 2 2 2 2 2 3 3 4 1 0 0 2 ,52,0
3 3 2 2 3 3 4 4 4 2 3 3 3 4 4 4 2 2 0 0 0 4 1 1 -1 -1 0 1 1 3 3 1 1 0 0 1 1 0 0 0 0 1 2 1 1 3 0 1 2 1 1 0 0 4 3 3 ,-1 -1 0 2 2 2 2 2 2 3 4 1 0 0 2 ,56,0
-1 2 2 4 2 3 3 4 4 2 0 0 0 1 1 0 0 4 1 1 3 3 3 3 2 2 0 0 0 4 0 3 0 2 1 3 1 1 1 1 4 1 0 ,-1 -1 -1 -1 3 3 2 2 2 2 2 2 2 2 3 3 3 3 2 1 0 2 ,43,0
-1 3 2 2 4 4 2 4 4 2 2 3 3 4 2 2 0 0 1 1 4 1 -1 -1 -1 0 0 0 1 1 1 1 0 3 0 1 2 2 4 0 4 2 2 3 1 4 0 1 ,-1 -1 -1 3 3 2 2 2 2 3 3 3 4 1 1 0 0 0 ,48,0
-1 3 3 2 3 4 4 4 2 4 2 3 3 3 4 2 2 0 0 1 1 1 1 -1 0 3 1 1 1 4 2 2 4 3 0 3 0 0 1 1 4 1 1 0 0 3 4 1 1 4 0 1 1 ,-1 -1 -1 -1 3 3 2 2 2 2 3 3 3 3 4 4 1 0 0 2 ,53,0
-1 -1 3 2 4 4 3 3 3 3 4 0 0 0 0 1 1 1 1 -1 -1 0 4 1 1 4 0 0 1 1 0 0 1 4 2 1 0 0 1 1 1 1 0 0 1 3 3 ,-1 -1 -1 -1 0 0 3 2 2 2 2 2 2 3 3 4 4 1 3 0 0 2 2 ,47,0
-1 3 2 2 3 2 2 4 4 2 4 2 2 3 4 2 2 0 0 1 1 1 -1 -1 3 3 1 1 3 3 3 2 2 0 0 4 0 0 3 1 4 2 1 1 0 0 1 4 2 1 0 1 3 ,-1 -1 0 3 3 2 2 2 2 2 3 4 1 1 2 ,53,0
3 2 3 4 4 4 2 2 3 3 3 4 4 0 3 1 -1 -1 0 0 4 1 1 3 3 3 2 4 0 0 1 1 0 3 3 1 2 2 4 0 1 1 3 1 1 1 0 4 3 ,-1 -1 -1 -1 0 0 2 2 2 2 2 2 2 2 3 2 2 4 4 1 0 0 2 ,49,0
-1 4 4 2 2 4 2 3 3 3 4 2 0 0 1 1 -1 3 0 0 1 1 1 1 1 3 3 3 2 2 4 3 0 0 0 0 3 3 1 4 4 2 1 0 3 4 4 0 1 1 3 3 ,-1 -1 0 0 2 2 2 2 2 2 2 3 3 3 4 1 0 0 2 ,52,0
-1 -1 3 3 3 3 2 2 2 4 4 3 3 4 0 0 0 1 1 1 1 1 -1 -1 0 0 4 4 4 3 3 2 2 4 0 0 1 0 3 4 1 1 0 3 4 1 2 3 3 1 1 3 1 3 3 ,-1 -1 0 3 2 2 2 2 3 3 3 2 4 1 1 3 3 ,55,0
-1 2 2 3 2 4 4 4 3 3 3 2 1 1 4 4 -1 0 1 1 1 1 1 3 3 1 0 1 0 0 3 1 2 1 0 0 0 1 1 1 3 1 1 3 ,-1 -1 -1 -1 -1 0 3 2 2 2 3 3 2 4 1 1 3 0 2 ,44,0
3 2 3 2 4 4 4 4 4 3 3 3 4 4 4 4 2 0 0 0 1 1 1 1 -1 -1 -1 -1 -1 3 0 1 1 1 3 3 3 0 0 3 0 1 1 2 1 1 1 1 3 3 1 1 4 0 1 3 3 3 3 ,-1 -1 -1 0 0 3 3 2 4 1 0 0 2 ,59,0
-1 3 3 2 2 4 2 4 4 3 4 4 2 0 0 0 0 1 1 1 1 -1 -1 -1 -1 -1 3 0 4 1 1 1 3 3 2 2 1 1 3 0 0 0 3 1 1 1 0 4 1 1 2 2 1 1 0 1 1 3 ,-1 -1 -1 -1 -1 -1 0 3 3 2 2 2 2 2 3 3 3 4 1 0 ,58,0
-1 3 2 4 2 4 2 3 3 3 3 2 3 1 1 -1 -1 -1 -1 0 0 4 4 4 3 3 2 2 2 1 1 1 3 0 0 1 1 1 0 1 1 1 2 3 1 1 3 1 3 ,-1 -1 -1 -1 -1 -1 0 3 3 2 2 2 2 2 2 2 3 3 3 2 1 3 3 2 2 ,49,0
-1 3 3 2 2 2 2 2 4 2 3 3 4 4 2 0 0 0 4 1 -1 -1 3 0 1 1 1 1 1 3 4 3 1 0 0 0 1 2 1 3 3 1 1 1 3 4 4 0 4 3 ,-1 -1 -1 -1 -1 -1 0 3 2 2 2 2 2 3 3 3 3 2 2 4 1 0 0 2 ,50,0
-1 3 3 3 4 4 2 3 3 3 4 2 0 1 1 -1 -1 0 1 1 1 1 1 3 0 0 0 0 0 3 1 2 0 0 0 1 1 1 4 0 3 3 3 ,2 2 2 3 3 2 4 0 0 0 ,43,0
-1 -1 3 3 2 4 4 4 4 2 4 3 3 3 4 4 4 3 0 1 -1 -1 -1 0 0 1 1 1 1 4 3 2 1 0 0 0 1 3 3 1 2 2 1 0 1 1 2 2 3 0 0 1 3 3 ,-1 -1 -1 0 0 2 2 3 3 2 1 1 3 2 2 ,54,0
-1 -1 3 3 2 3 4 4 2 4 4 4 0 0 1 1 1 -1 -1 3 0 4 4 1 3 3 2 2 1 0 1 0 0 0 0 0 0 1 4 4 2 1 0 0 4 1 2 2 3 3 4 1 3 4 3 3 ,-1 -1 -1 -1 -1 -1 0 3 2 2 2 3 3 3 3 4 1 0 0 3 2 2 ,56,0
3 3 2 3 2 4 2 4 4 4 2 2 3 3 3 4 2 2 0 0 1 4 4 3 0 0 1 2 1 0 3 1 0 0 0 0 1 2 2 1 0 0 0 1 1 4 2 1 4 3 4 3 ,-1 0 0 3 3 2 2 2 2 2 2 3 3 3 3 2 4 1 0 0 ,52,0
-1 2 3 3 4 4 4 4 2 3 3 3 4 4 4 2 0 1 1 -1 0 3 4 1 3 3 2 0 0 3 0 0 0 0 1 2 0 0 1 1 2 1 1 0 3 ,-1 -1 -1 -1 2 2 2 2 2 2 3 2 4 1 0 0 0 ,45,0
-1 3 2 2 3 3 2 4 4 4 4 4 4 2 3 3 3 4 4 0 0 0 0 1 1 4 1 -1 -1 -1 3 3 1 1 4 3 3 2 2 2 1 0 0 0 1 1 0 0 0 1 1 3 1 1 4 3 1 3 3 ,-1 -1 -1 -1 -1 -1 -1 3 2 2 3 2 2 1 0 0 0 0 ,59,0
3 2 3 2 2 4 4 4 4 2 3 3 3 3 3 4 2 0 1 1 1 1 -1 -1 4 2 2 1 0 0 0 1 3 4 2 4 0 1 4 3 1 1 4 3 ,-1 -1 -1 2 2 2 2 2 2 2 3 3 2 2 4 4 1 1 3 0 2 ,44,0
3 2 2 4 4 4 4 4 2 3 3 3 4 0 0 4 1 1 -1 -1 0 0 1 1 1 3 3 3 3 2 2 2 4 0 1 1 0 0 0 1 4 1 0 0 0 1 1 1 1 1 1 3 ,-1 -1 -1 -1 -1 0 0 3 3 2 2 2 2 2 2 2 2 2 3 3 3 2 2 4 4 3 0 2 2 ,52,0
3 2 4 2 3 3 3 2 2 0 4 4 1 0 3 4 3 3 2 2 0 0 1 3 3 1 4 2 4 0 4 2 3 1 1 0 0 1 1 3 3 3 3 ,-1 -1 -1 -1 -1 -1 2 2 2 2 3 4 4 1 0 0 2 ,43,0
-1 -1 3 2 4 2 4 4 2 2 3 4 2 2 0 3 4 1 1 -1 -1 0 0 0 1 1 1 1 3 2 1 0 1 3 0 0 1 2 2 1 0 0 0 1 2 2 1 1 ,-1 -1 -1 -1 0 0 3 3 2 2 2 2 2 3 2 0 0 0 ,48,0
3 3 2 4 4 2 4 4 2 2 3 4 0 0 1 1 -1 -1 3 1 3 3 3 2 2 1 0 3 1 1 3 0 1 1 2 2 0 0 1 4 3 4 1 0 3 ,-1 -1 -1 -1 -1 -1 0 3 2 2 2 2 2 3 2 2 1 1 3 ,45,0
-1 2 3 4 4 2 3 3 3 4 4 2 3 0 4 1 1 1 1 -1 -1 0 0 1 1 3 2 4 0 1 0 3 3 4 3 0 1 1 1 1 4 0 1 3 3 ,-1 -1 -1 -1 -1 3 2 2 2 2 2 2 2 2 2 3 3 2 4 1 0 0 0 0 ,45,0
2 2 4 2 3 3 3 3 2 0 0 4 1 1 1 -1 -1 -1 -1 0 0 4 4 4 3 3 2 2 1 1 0 1 1 0 0 1 1 4 4 2 3 1 1 2 3 1 1 0 1 3 3 3 ,-1 -1 -1 -1 -1 -1 -1 3 2 2 2 2 3 3 3 2 1 1 0 0 0 2 ,52,0
-1 3 2 4 2 3 4 4 4 0 0 0 1 1 -1 -1 -1 0 0 0 0 4 1 1 4 2 2 1 0 4 3 0 1 4 2 4 3 0 1 1 2 3 3 1 4 0 1 1 3 3 ,-1 -1 -1 -1 -1 2 2 2 2 2 2 3 4 1 0 2 2 ,50,0
-1 3 3 2 2 4 2 3 4 4 4 2 2 0 0 1 1 1 -1 3 0 1 1 3 2 2 2 4 0 0 4 0 0 1 4 2 1 1 0 1 4 1 0 1 3 ,-1 -1 -1 -1 0 0 3 3 2 2 2 2 2 2 3 3 1 1 0 0 2 ,45,0
3 3 4 4 4 3 3 3 0 0 0 1 1 1 1 1 -1 -1 -1 -1 -1 0 4 1 1 4 3 3 2 2 1 0 3 1 0 0 0 0 4 2 1 0 0 1 1 1 3 3 4 1 0 0 ,-1 -1 -1 -1 -1 -1 0 2 2 2 2 2 2 2 3 3 3 3 2 2 1 0 ,52,0
-1 3 3 2 2 3 2 4 4 4 4 4 4 2 2 3 3 4 4 2 0 0 1 4 -1 0 0 4 1 3 1 0 3 0 0 4 4 2 1 0 0 1 4 1 1 0 0 1 3 3 ,-1 -1 -1 0 3 3 2 2 2 2 2 2 3 3 3 2 2 4 4 1 0 0 3 2 ,50,0
-1 3 3 4 4 4 2 3 4 4 4 0 3 1 4 3 4 4 1 3 2 1 0 0 1 0 0 0 1 0 0 1 1 1 1 2 3 0 0 1 1 3 3 ,-1 -1 -1 -1 0 3 2 2 2 2 2 2 2 3 3 2 4 1 0 0 2 ,43,0
-1 3 4 4 4 4 4 4 4 2 2 3 4 4 2 0 0 1 1 1 -1 -1 -1 -1 3 3 1 1 4 3 3 2 1 1 0 0 0 1 1 3 0 0 4 2 1 0 0 1 1 1 2 4 0 3 3 ,-1 -1 -1 0 3 2 2 2 2 2 2 3 3 3 3 2 4 4 1 0 3 2 ,55,0
-1 3 3 2 4 4 4 4 3 4 2 0 0 1 -1 -1 -1 3 0 1 1 1 3 3 2 1 0 3 4 0 0 3 1 4 4 2 4 0 0 0 1 1 1 3 4 1 3 1 1 3 3 3 ,-1 -1 -1 -1 3 2 2 2 2 2 2 3 3 2 2 4 4 0 3 ,52,0
3 3 2 4 4 4 2 4 2 3 3 3 3 4 4 0 0 0 1 1 1 1 -1 -1 3 0 1 1 1 2 2 0 1 0 0 0 1 4 4 2 1 1 2 3 0 0 1 1 3 3 3 ,-1 -1 0 3 3 2 2 2 2 3 3 2 1 3 2 ,51,0
-1 3 2 2 2 4 4 4 2 2 3 4 4 2 0 1 1 1 1 -1 -1 -1 0 0 3 1 1 1 3 2 0 0 1 3 0 0 1 1 4 3 1 2 2 0 1 1 3 ,-1 -1 -1 -1 -1 -1 -1 0 3 3 2 2 2 3 3 3 2 2 1 3 0 ,47,0
2 2 4 2 2 4 4 3 2 2 3 1 1 1 4 0 1 1 1 1 2 4 0 4 0 0 4 1 0 0 1 1 1 2 3 1 1 1 3 1 3 ,-1 -1 -1 -1 -1 -1 0 0 3 2 2 2 2 2 2 2 3 3 3 4 4 0 0 2 ,41,0
3 3 3 2 2 4 4 2 0 0 0 0 1 1 -1 3 1 1 4 1 2 2 1 0 3 4 3 0 0 4 2 1 0 0 0 1 1 1 1 2 3 3 1 1 0 0 1 3 ,-1 -1 -1 -1 0 2 2 2 2 2 2 3 3 3 2 4 1 0 0 3 2 2 ,48,0
-1 -1 2 2 4 3 4 2 0 0 1 4 -1 -1 -1 -1 -1 0 0 1 1 4 3 3 2 2 1 0 0 0 1 3 0 0 1 1 3 0 1 1 2 3 3 1 1 1 0 0 1 1 ,-1 0 3 3 2 2 2 2 2 2 3 2 2 4 3 ,50,0
-1 2 2 2 4 2 4 4 2 3 0 1 4 -1 0 3 1 1 1 1 1 3 1 0 0 0 0 1 1 0 3 1 1 4 3 3 1 2 2 3 1 0 1 ,-1 -1 -1 3 2 2 2 2 2 2 3 2 4 0 2 ,43,0
-1 3 3 2 3 4 4 2 2 4 4 3 3 3 0 4 1 -1 -1 -1 0 1 1 4 4 3 3 2 1 1 3 3 4 0 3 0 0 4 0 0 0 1 1 1 3 4 3 3 3 ,-1 -1 -1 -1 -1 0 0 3 2 3 3 3 1 0 2 2 ,49,0
-1 -1 3 2 2 3 2 2 4 2 4 4 2 3 3 3 4 4 2 2 0 4 1 -1 -1 3 1 4 1 1 3 3 2 1 0 0 4 0 0 0 0 4 2 1 0 0 1 1 1 2 3 3 1 1 1 1 0 0 1 3 ,-1 -1 -1 2 2 2 2 2 2 2 2 3 4 4 0 3 2 2 ,60,0
-1 2 3 4 2 2 4 4 3 3 4 3 3 1 4 1 -1 -1 0 0 1 3 2 2 1 1 0 1 0 0 0 1 4 4 2 2 1 1 0 1 1 2 3 1 1 1 3 1 1 3 3 ,-1 -1 -1 -1 0 0 3 3 2 2 2 2 2 2 4 4 0 0 0 2 2 ,51,0
-1 -1 3 2 3 2 4 4 4 4 3 3 4 4 0 0 0 4 1 -1 3 0 1 3 2 1 0 4 0 0 0 1 4 1 1 0 3 1 2 4 4 0 1 3 3 ,-1 -1 -1 -1 -1 3 2 2 2 3 3 4 1 1 0 2 ,45,0
2 3 2 4 4 3 4 4 2 2 0 0 1 1 1 -1 -1 0 1 1 1 3 2 4 0 4 3 4 4 2 2 1 3 0 1 1 1 3 4 1 0 3 3 3 3 ,-1 -1 -1 -1 -1 3 3 3 2 2 2 2 2 2 2 3 3 2 4 4 0 2 2 ,45,0
-1 3 3 2 3 4 2 4 2 3 3 3 3 1 4 -1 0 0 1 1 1 2 2 2 4 0 0 1 0 0 0 0 1 1 4 4 2 1 3 0 4 3 3 1 1 0 0 1 3 3 3 ,-1 -1 -1 -1 -1 -1 -1 0 0 3 2 2 2 2 2 2 3 3 3 3 2 4 1 1 2 ,51,0
-1 3 3 3 3 4 4 2 2 4 4 4 2 3 3 4 4 2 3 1 4 -1 -1 -1 -1 -1 -1 0 1 1 3 2 1 3 1 0 3 0 1 1 1 1 0 0 2 2 1 1 0 1 ,-1 -1 -1 -1 -1 -1 -1 -1 3 2 2 2 2 3 3 3 2 2 4 1 0 0 ,50,0
-1 3 2 4 4 4 2 4 4 2 2 3 3 3 4 4 4 0 0 1 4 -1 -1 -1 0 0 4 1 4 3 2 2 1 0 0 0 1 0 0 0 4 2 1 1 0 0 2 3 1 1 3 1 1 ,-1 -1 -1 -1 3 2 2 2 2 2 3 3 2 2 4 1 0 3 2 ,53,0
-1 -1 3 3 2 2 3 3 2 4 4 4 4 2 3 3 4 4 3 1 1 1 1 -1 -1 0 0 4 2 0 0 0 0 0 3 4 1 1 3 0 0 1 1 1 1 3 1 4 0 1 3 3 ,-1 -1 -1 2 2 2 2 2 2 3 4 4 1 1 0 2 ,52,0
-1 3 3 2 4 4 2 3 3 3 4 2 2 0 3 4 4 -1 0 0 0 1 1 3 3 2 2 0 3 1 1 0 0 0 1 4 1 0 0 1 2 3 4 0 4 3 ,-1 -1 0 2 2 2 2 2 2 3 4 0 0 2 2 ,46,0
-1 3 3 2 4 2 2 2 4 4 2 2 3 0 1 1 -1 -1 0 0 0 0 1 1 3 2 1 1 0 1 3 2 4 0 0 4 2 3 1 1 1 3 1 3 ,-1 -1 -1 -1 -1 -1 -1 -1 0 3 3 3 3 3 2 1 1 0 0 2 2 ,44,0
2 2 4 4 2 4 2 2 4 2 0 0 4 1 1 1 -1 -1 0 0 1 1 1 1 1 3 3 1 1 0 0 1 1 0 0 3 1 1 4 4 2 1 1 0 0 0 1 1 1 3 1 1 0 0 ,-1 -1 -1 -1 -1 -1 0 0 2 2 2 2 3 3 2 4 4 4 0 0 ,54,0
-1 3 4 2 2 4 4 2 3 3 3 3 3 4 0 0 0 1 4 -1 -1 -1 -1 0 1 3 1 1 1 1 0 0 0 0 1 1 4 2 1 3 0 1 1 4 2 4 0 0 4 3 3 ,-1 -1 -1 -1 -1 0 0 2 2 2 2 2 2 3 3 2 4 1 0 0 0 2 ,51,0
-1 3 2 2 4 4 4 3 4 0 1 4 1 -1 -1 3 0 1 1 3 3 3 3 2 2 0 3 3 0 0 4 2 3 0 1 1 1 0 4 ,-1 -1 -1 -1 0 0 2 2 2 2 2 3 3 3 3 3 4 0 0 0 2 ,39,0
4 2 3 3 4 4 4 2 0 0 3 1 1 1 4 -1 -1 0 1 1 3 3 3 2 2 2 4 3 3 4 0 0 0 0 4 4 4 1 0 1 4 3 1 1 1 ,-1 -1 -1 -1 -1 3 3 2 2 2 2 2 2 2 3 3 3 3 2 2 4 0 0 2 ,45,0
2 3 3 2 4 3 3 3 3 3 4 3 0 4 1 -1 -1 -1 0 0 0 0 4 4 1 1 3 2 2 2 1 1 0 1 1 0 3 3 1 1 0 0 0 4 2 1 1 4 0 0 1 3 ,-1 -1 -1 -1 0 0 2 2 3 3 3 2 2 4 3 0 ,52,0
3 2 3 2 2 2 4 4 2 3 4 0 0 0 1 1 1 -1 -1 0 0 1 1 3 3 2 2 2 4 3 1 0 0 0 4 4 1 0 0 0 4 1 1 2 2 1 1 1 0 4 3 ,-1 -1 -1 -1 3 2 2 2 2 2 2 2 3 1 0 ,51,0
2 3 2 4 2 2 4 4 4 3 3 3 4 4 2 2 3 0 0 1 1 1 1 -1 -1 -1 -1 0 0 3 1 1 3 3 2 2 1 0 3 4 3 0 0 4 4 1 0 0 1 4 1 1 1 3 3 3 3 ,-1 -1 -1 -1 3 3 3 2 2 2 2 2 2 3 3 3 2 1 0 0 2 ,57,0
-1 3 3 2 2 4 4 2 4 4 3 4 2 2 0 0 0 1 1 1 1 -1 -1 -1 -1 -1 0 4 4 1 2 2 4 0 0 1 0 0 4 2 0 0 4 1 2 2 1 4 3 3 3 3 ,-1 -1 -1 -1 -1 0 0 3 2 2 2 2 2 2 2 2 3 3 1 0 0 0 0 ,52,0
2 2 4 2 2 3 3 4 4 0 0 0 1 1 -1 -1 -1 -1 -1 0 1 1 1 4 2 2 3 0 0 1 0 0 0 0 4 2 1 1 3 0 1 1 1 1 1 1 1 1 3 3 3 ,-1 0 2 2 2 2 2 3 2 1 0 3 2 ,51,0
-1 -1 3 2 4 4 4 2 4 4 2 3 4 4 2 0 0 4 1 1 1 -1 -1 0 1 1 2 2 1 0 0 0 1 3 0 0 0 1 2 1 1 3 0 0 1 1 1 1 1 0 4 3 3 3 ,-1 -1 -1 0 0 3 2 2 2 3 3 3 3 4 0 2 2 ,54,0
-1 2 2 4 4 4 2 4 4 4 2 3 3 2 2 0 0 1 1 -1 0 1 1 1 4 2 2 1 1 3 4 0 0 0 1 2 2 1 1 0 0 0 0 1 1 4 2 3 4 1 1 0 4 ,-1 -1 -1 -1 3 3 2 2 2 2 2 2 3 3 3 3 4 4 1 0 0 0 0 2 ,53,0
3 2 2 2 2 4 3 4 0 0 4 1 1 -1 -1 -1 1 1 4 2 1 3 3 1 0 0 0 4 4 2 0 1 1 2 3 1 3 3 3 3 ,-1 -1 -1 0 0 3 2 2 2 3 4 0 0 0 2 ,40,0
2 4 4 2 3 3 3 4 4 4 2 0 0 0 1 -1 -1 0 0 1 4 1 1 3 3 4 3 0 1 1 0 0 0 0 1 4 3 0 1 1 1 1 2 3 1 1 0 1 3 3 3 3 ,-1 -1 -1 -1 0 0 3 3 2 2 2 3 3 3 3 3 3 1 1 ,52,0
-1 -1 3 4 4 4 4 4 3 3 2 2 0 0 0 0 4 1 1 -1 3 1 1 4 3 3 2 2 2 1 1 0 1 0 0 4 4 2 4 3 4 1 3 1 0 1 3 3 ,-1 -1 -1 0 2 2 2 2 2 1 1 0 0 0 0 2 ,48,0
-1 3 3 4 4 4 4 2 4 4 2 3 4 4 4 4 2 2 0 0 3 1 -1 0 4 1 1 1 3 3 2 2 1 0 0 0 0 1 0 0 0 4 4 1 0 0 3 1 1 1 1 1 1 3 1 ,-1 -1 -1 -1 0 3 3 2 2 2 2 3 2 2 1 1 0 0 0 0 2 ,55,0
-1 -1 3 3 2 3 2 4 4 2 4 4 3 4 4 0 0 0 4 1 1 -1 -1 3 0 1 1 1 4 3 2 3 0 1 0 0 1 4 1 1 0 1 1 3 3 1 1 0 0 1 1 3 3 ,-1 -1 -1 -1 -1 -1 3 3 2 2 2 2 2 2 2 3 3 3 3 4 4 3 3 ,53,0
-1 3 2 2 2 4 4 2 4 4 2 2 3 3 4 2 2 0 0 0 1 1 1 -1 -1 -1 0 0 1 1 1 3 3 3 2 2 2 0 1 0 0 0 0 1 1 3 0 1 3 4 1 0 1 3 3 3 ,-1 -1 -1 -1 -1 -1 3 2 2 2 2 2 2 3 4 3 2 ,56,0
-1 -1 2 3 2 4 2 2 4 4 4 2 3 3 3 3 4 4 2 3 1 4 -1 3 1 1 1 3 2 2 1 1 0 0 0 1 3 1 2 2 1 0 0 0 4 3 1 1 3 1 ,-1 -1 -1 0 3 3 2 2 2 2 2 3 3 3 0 2 2 ,50,0
-1 -1 3 2 2 3 3 2 4 2 4 2 3 3 3 4 4 2 0 0 4 1 4 -1 -1 -1 -1 1 1 1 3 3 3 3 2 2 1 1 0 0 1 1 4 1 0 0 0 0 4 1 1 1 1 3 1 ,-1 -1 -1 -1 -1 -1 -1 3 2 2 2 2 2 2 3 3 3 2 0 0 2 ,55,0
-1 2 3 4 4 2 3 3 4 2 3 0 0 1 -1 -1 0 1 1 3 3 2 0 1 1 0 0 0 4 4 4 2 4 0 3 1 1 1 2 1 1 4 3 ,-1 -1 -1 -1 3 3 2 2 2 2 2 3 3 3 3 2 4 0 0 0 ,43,0
-1 3 2 2 3 4 4 4 4 4 2 3 3 3 3 4 2 0 0 1 4 -1 -1 0 0 1 4 2 2 1 0 0 1 0 0 0 0 0 4 4 0 0 0 1 1 1 2 4 4 0 4 3 ,-1 -1 -1 -1 -1 -1 -1 -1 3 3 2 2 2 2 3 3 2 4 4 1 1 0 3 ,52,0
-1 3 3 3 4 2 4 3 3 3 4 4 2 0 0 1 1 1 -1 -1 -1 -1 -1 0 0 0 1 1 1 1 1 3 2 4 3 0 1 1 0 1 4 3 0 1 1 1 2 4 1 1 3 1 3 3 3 ,-1 -1 -1 0 0 2 2 2 2 2 2 2 2 3 3 1 0 0 0 ,55,0
2 4 2 4 4 2 3 3 4 2 0 3 4 1 1 -1 -1 0 0 1 4 3 3 2 0 4 0 0 1 2 4 0 0 0 1 1 2 2 1 3 3 3 ,-1 -1 -1 -1 -1 0 0 3 2 2 2 2 2 3 3 3 4 3 0 2 ,42,0
